,SiteID,CommonName,Year,GrowthRate,ResStatus,WinterStage,HostCategory,Hostplant_Specialism_Score,Voltinism,WingSize_meanFemale,Wetland,Disturbed
18676,2,European Skipper,2008,-0.40785253564351165,1.0,1.0,2.0,3.0,1,1.3,0,1
18678,2,European Skipper,2010,0.23432987503965585,1.0,1.0,2.0,3.0,1,1.3,0,1
27766,2,Leonard's Skipper,2009,0.13127082295338655,2.0,2.0,2.0,3.0,1,1.8,0,0
27765,2,Leonard's Skipper,2008,0.13218388893151278,2.0,2.0,2.0,3.0,1,1.8,0,0
27764,2,Leonard's Skipper,2007,-0.1356530745491622,2.0,2.0,2.0,3.0,1,1.8,0,0
27763,2,Leonard's Skipper,2006,0.18587980974324392,2.0,2.0,2.0,3.0,1,1.8,0,0
27762,2,Leonard's Skipper,2005,-0.28303666348441825,2.0,2.0,2.0,3.0,1,1.8,0,0
27761,2,Leonard's Skipper,2004,-0.1798262896559396,2.0,2.0,2.0,3.0,1,1.8,0,0
27760,2,Leonard's Skipper,2003,0.4982921407568739,2.0,2.0,2.0,3.0,1,1.8,0,0
27759,2,Leonard's Skipper,2002,-0.8353848309467131,2.0,2.0,2.0,3.0,1,1.8,0,0
27758,2,Leonard's Skipper,2001,-0.8040473820553364,2.0,2.0,2.0,3.0,1,1.8,0,0
27757,2,Leonard's Skipper,2000,0.46591447803075114,2.0,2.0,2.0,3.0,1,1.8,0,0
8755,2,Cloudless Sulphur,1997,5.974351554955078,0.0,0.0,1.0,2.0,2,3.3,0,1
27756,2,Leonard's Skipper,1999,-0.07186099852979688,2.0,2.0,2.0,3.0,1,1.8,0,0
27754,2,Leonard's Skipper,1997,1.958687938394175,2.0,2.0,2.0,3.0,1,1.8,0,0
42916,2,Red-spotted Purple,1997,3.020028465846826,2.0,2.0,3.0,4.0,3,4.4,0,0
42917,2,Red-spotted Purple,1998,-0.5071320036088403,2.0,2.0,3.0,4.0,3,4.4,0,0
42918,2,Red-spotted Purple,1999,-0.7815772460347631,2.0,2.0,3.0,4.0,3,4.4,0,0
42919,2,Red-spotted Purple,2000,1.2553730292772225,2.0,2.0,3.0,4.0,3,4.4,0,0
42920,2,Red-spotted Purple,2001,-0.04774175502722877,2.0,2.0,3.0,4.0,3,4.4,0,0
42921,2,Red-spotted Purple,2002,0.0494278642540904,2.0,2.0,3.0,4.0,3,4.4,0,0
42922,2,Red-spotted Purple,2003,0.6268127918926902,2.0,2.0,3.0,4.0,3,4.4,0,0
42923,2,Red-spotted Purple,2004,0.2062395431157047,2.0,2.0,3.0,4.0,3,4.4,0,0
42924,2,Red-spotted Purple,2005,-0.5441143186644537,2.0,2.0,3.0,4.0,3,4.4,0,0
27755,2,Leonard's Skipper,1998,2.858266616317003,2.0,2.0,2.0,3.0,1,1.8,0,0
18677,2,European Skipper,2009,0.9408322348754472,1.0,1.0,2.0,3.0,1,1.3,0,1
8756,2,Cloudless Sulphur,1998,-0.758417281962593,0.0,0.0,1.0,2.0,2,3.3,0,1
8758,2,Cloudless Sulphur,2000,0.3483230353763678,0.0,0.0,1.0,2.0,2,3.3,0,1
18679,2,European Skipper,2011,-0.3735650220924528,1.0,1.0,2.0,3.0,1,1.3,0,1
18680,2,European Skipper,2012,-0.3321808236509305,1.0,1.0,2.0,3.0,1,1.3,0,1
18681,2,European Skipper,2013,-0.49238518349129234,1.0,1.0,2.0,3.0,1,1.3,0,1
18682,2,European Skipper,2014,0.6265658585700953,1.0,1.0,2.0,3.0,1,1.3,0,1
18683,2,European Skipper,2015,-0.33601433161519334,1.0,1.0,2.0,3.0,1,1.3,0,1
18684,2,European Skipper,2016,-0.2303167731137149,1.0,1.0,2.0,3.0,1,1.3,0,1
8774,2,Cloudless Sulphur,2016,0.8829906521287658,0.0,0.0,1.0,2.0,2,3.3,0,1
8773,2,Cloudless Sulphur,2015,-0.19185364414053496,0.0,0.0,1.0,2.0,2,3.3,0,1
8772,2,Cloudless Sulphur,2014,0.13238637483756222,0.0,0.0,1.0,2.0,2,3.3,0,1
8771,2,Cloudless Sulphur,2013,-0.5644377239769978,0.0,0.0,1.0,2.0,2,3.3,0,1
8757,2,Cloudless Sulphur,1999,-0.522844414917098,0.0,0.0,1.0,2.0,2,3.3,0,1
8770,2,Cloudless Sulphur,2012,0.47099483747532034,0.0,0.0,1.0,2.0,2,3.3,0,1
8768,2,Cloudless Sulphur,2010,8.208250363260799,0.0,0.0,1.0,2.0,2,3.3,0,1
8767,2,Cloudless Sulphur,2009,-0.7241842625308343,0.0,0.0,1.0,2.0,2,3.3,0,1
8766,2,Cloudless Sulphur,2008,-0.9080285995198439,0.0,0.0,1.0,2.0,2,3.3,0,1
8765,2,Cloudless Sulphur,2007,22.610652982357553,0.0,0.0,1.0,2.0,2,3.3,0,1
8764,2,Cloudless Sulphur,2006,2.3597930791377464,0.0,0.0,1.0,2.0,2,3.3,0,1
8763,2,Cloudless Sulphur,2005,-0.5539671745438419,0.0,0.0,1.0,2.0,2,3.3,0,1
8762,2,Cloudless Sulphur,2004,-0.33967182177181654,0.0,0.0,1.0,2.0,2,3.3,0,1
8761,2,Cloudless Sulphur,2003,1.7071977283558604,0.0,0.0,1.0,2.0,2,3.3,0,1
8760,2,Cloudless Sulphur,2002,-0.22371573638721765,0.0,0.0,1.0,2.0,2,3.3,0,1
8759,2,Cloudless Sulphur,2001,-0.40254731967145974,0.0,0.0,1.0,2.0,2,3.3,0,1
8769,2,Cloudless Sulphur,2011,-0.8075423285338131,0.0,0.0,1.0,2.0,2,3.3,0,1
28069,2,Little Glassy Wing,2010,-0.7415117443367898,2.0,2.0,2.0,1.0,2,1.4,0,0
4059,2,Baltimore,2004,-0.6653012601164662,2.0,2.0,1.0,3.0,1,2.8,1,0
23644,2,Harvester,2015,-0.9444426690488478,2.0,2.0,0.0,,3,1.4,0,0
47558,2,Striped Hairstreak,2004,0.16242732773290358,2.0,1.0,3.0,4.0,1,1.4,0,0
47559,2,Striped Hairstreak,2005,-0.30757860439302764,2.0,1.0,3.0,4.0,1,1.4,0,0
47560,2,Striped Hairstreak,2006,0.786889040578183,2.0,1.0,3.0,4.0,1,1.4,0,0
47561,2,Striped Hairstreak,2007,8.233921676346174,2.0,1.0,3.0,4.0,1,1.4,0,0
47562,2,Striped Hairstreak,2008,-0.7796610136966899,2.0,1.0,3.0,4.0,1,1.4,0,0
47563,2,Striped Hairstreak,2009,0.12711156762684594,2.0,1.0,3.0,4.0,1,1.4,0,0
47564,2,Striped Hairstreak,2010,-0.8231444521973856,2.0,1.0,3.0,4.0,1,1.4,0,0
47565,2,Striped Hairstreak,2011,0.15248352672863374,2.0,1.0,3.0,4.0,1,1.4,0,0
47566,2,Striped Hairstreak,2012,-0.3205203876647048,2.0,1.0,3.0,4.0,1,1.4,0,0
47567,2,Striped Hairstreak,2013,1.9604514716466412,2.0,1.0,3.0,4.0,1,1.4,0,0
47557,2,Striped Hairstreak,2003,0.1770270433757326,2.0,1.0,3.0,4.0,1,1.4,0,0
47568,2,Striped Hairstreak,2014,-0.024045246649912033,2.0,1.0,3.0,4.0,1,1.4,0,0
47570,2,Striped Hairstreak,2016,-0.2674346091357218,2.0,1.0,3.0,4.0,1,1.4,0,0
48679,2,Tawny-edged Skipper,2007,0.05128048204444746,2.0,3.0,2.0,2.0,2,1.4,0,1
48678,2,Tawny-edged Skipper,2006,-0.7578903431745129,2.0,3.0,2.0,2.0,2,1.4,0,1
48677,2,Tawny-edged Skipper,2005,1.1361436249053933,2.0,3.0,2.0,2.0,2,1.4,0,1
48676,2,Tawny-edged Skipper,2004,-0.2855199639845638,2.0,3.0,2.0,2.0,2,1.4,0,1
48675,2,Tawny-edged Skipper,2003,-0.3935647049235048,2.0,3.0,2.0,2.0,2,1.4,0,1
48674,2,Tawny-edged Skipper,2002,1.0875174989224505,2.0,3.0,2.0,2.0,2,1.4,0,1
48673,2,Tawny-edged Skipper,2001,-0.48205536655364467,2.0,3.0,2.0,2.0,2,1.4,0,1
48672,2,Tawny-edged Skipper,2000,-0.011145215640791739,2.0,3.0,2.0,2.0,2,1.4,0,1
48671,2,Tawny-edged Skipper,1999,-0.165431232384062,2.0,3.0,2.0,2.0,2,1.4,0,1
47569,2,Striped Hairstreak,2015,6.253163246102321,2.0,1.0,3.0,4.0,1,1.4,0,0
48670,2,Tawny-edged Skipper,1998,0.8576884943313023,2.0,3.0,2.0,2.0,2,1.4,0,1
47556,2,Striped Hairstreak,2002,-0.9735225550845339,2.0,1.0,3.0,4.0,1,1.4,0,0
47554,2,Striped Hairstreak,2000,0.8847783626001728,2.0,1.0,3.0,4.0,1,1.4,0,0
16565,2,Eastern Tailed Blue,2015,-0.28726093476713777,2.0,2.0,1.0,3.0,4,1.14,0,1
16564,2,Eastern Tailed Blue,2014,-0.4380276901175648,2.0,2.0,1.0,3.0,4,1.14,0,1
16563,2,Eastern Tailed Blue,2013,1.3282721260962496,2.0,2.0,1.0,3.0,4,1.14,0,1
16562,2,Eastern Tailed Blue,2012,-0.43723259877030873,2.0,2.0,1.0,3.0,4,1.14,0,1
16561,2,Eastern Tailed Blue,2011,-0.7783070004675179,2.0,2.0,1.0,3.0,4,1.14,0,1
16560,2,Eastern Tailed Blue,2010,2.4593024840869666,2.0,2.0,1.0,3.0,4,1.14,0,1
16559,2,Eastern Tailed Blue,2009,-0.4177225379667123,2.0,2.0,1.0,3.0,4,1.14,0,1
16558,2,Eastern Tailed Blue,2008,1.5496126009144873,2.0,2.0,1.0,3.0,4,1.14,0,1
16557,2,Eastern Tailed Blue,2007,-0.8404526161457435,2.0,2.0,1.0,3.0,4,1.14,0,1
16556,2,Eastern Tailed Blue,2006,1.107086698903276,2.0,2.0,1.0,3.0,4,1.14,0,1
47555,2,Striped Hairstreak,2001,13.518603197361502,2.0,1.0,3.0,4.0,1,1.4,0,0
16555,2,Eastern Tailed Blue,2005,0.3041154486484432,2.0,2.0,1.0,3.0,4,1.14,0,1
16553,2,Eastern Tailed Blue,2003,0.04865904029635448,2.0,2.0,1.0,3.0,4,1.14,0,1
16552,2,Eastern Tailed Blue,2002,0.6908380635465265,2.0,2.0,1.0,3.0,4,1.14,0,1
16551,2,Eastern Tailed Blue,2001,-0.6615804470473685,2.0,2.0,1.0,3.0,4,1.14,0,1
16550,2,Eastern Tailed Blue,2000,0.48712629241631733,2.0,2.0,1.0,3.0,4,1.14,0,1
16549,2,Eastern Tailed Blue,1999,-0.2848447274150694,2.0,2.0,1.0,3.0,4,1.14,0,1
16548,2,Eastern Tailed Blue,1998,3.307070472601213,2.0,2.0,1.0,3.0,4,1.14,0,1
16547,2,Eastern Tailed Blue,1997,0.2486601869595919,2.0,2.0,1.0,3.0,4,1.14,0,1
47551,2,Striped Hairstreak,1997,-0.21922774855014004,2.0,1.0,3.0,4.0,1,1.4,0,0
47552,2,Striped Hairstreak,1998,0.08150434376338689,2.0,1.0,3.0,4.0,1,1.4,0,0
47553,2,Striped Hairstreak,1999,0.12294929287685519,2.0,1.0,3.0,4.0,1,1.4,0,0
16554,2,Eastern Tailed Blue,2004,0.3093674842844749,2.0,2.0,1.0,3.0,4,1.14,0,1
23645,2,Harvester,2016,-0.21818683352561774,2.0,2.0,0.0,,3,1.4,0,0
48669,2,Tawny-edged Skipper,1997,0.15724725290558372,2.0,3.0,2.0,2.0,2,1.4,0,1
12994,2,Crossline Skipper,1997,0.36393040600178206,2.0,2.0,2.0,3.0,2,1.5,0,0
28059,2,Little Glassy Wing,2000,5.310248274783257,2.0,2.0,2.0,1.0,2,1.4,0,0
28058,2,Little Glassy Wing,1999,0.3725654291841114,2.0,2.0,2.0,1.0,2,1.4,0,0
28057,2,Little Glassy Wing,1998,-0.6724968273328831,2.0,2.0,2.0,1.0,2,1.4,0,0
28056,2,Little Glassy Wing,1997,2.6921012067745487,2.0,2.0,2.0,1.0,2,1.4,0,0
23626,2,Harvester,1997,1.0738385099416323,2.0,2.0,0.0,,3,1.4,0,0
23627,2,Harvester,1998,-0.661224870128844,2.0,2.0,0.0,,3,1.4,0,0
23628,2,Harvester,1999,0.4848050611019894,2.0,2.0,0.0,,3,1.4,0,0
23629,2,Harvester,2000,0.14226015004304893,2.0,2.0,0.0,,3,1.4,0,0
23630,2,Harvester,2001,0.0674080318714172,2.0,2.0,0.0,,3,1.4,0,0
23631,2,Harvester,2002,-0.6015964196207397,2.0,2.0,0.0,,3,1.4,0,0
28060,2,Little Glassy Wing,2001,-0.34017381402314983,2.0,2.0,2.0,1.0,2,1.4,0,0
23632,2,Harvester,2003,1.1412114328715806,2.0,2.0,0.0,,3,1.4,0,0
23634,2,Harvester,2005,0.5347399257330929,2.0,2.0,0.0,,3,1.4,0,0
23635,2,Harvester,2006,-0.22414670609915566,2.0,2.0,0.0,,3,1.4,0,0
23636,2,Harvester,2007,-0.35784599094221337,2.0,2.0,0.0,,3,1.4,0,0
23637,2,Harvester,2008,1.511647811635143,2.0,2.0,0.0,,3,1.4,0,0
23638,2,Harvester,2009,0.22931862489006538,2.0,2.0,0.0,,3,1.4,0,0
23639,2,Harvester,2010,-0.45150228721852304,2.0,2.0,0.0,,3,1.4,0,0
23640,2,Harvester,2011,0.4982248307740367,2.0,2.0,0.0,,3,1.4,0,0
23641,2,Harvester,2012,-0.1926025669976804,2.0,2.0,0.0,,3,1.4,0,0
23642,2,Harvester,2013,2.935499375565232,2.0,2.0,0.0,,3,1.4,0,0
23643,2,Harvester,2014,5.031694668530265,2.0,2.0,0.0,,3,1.4,0,0
23633,2,Harvester,2004,-0.4506603243874675,2.0,2.0,0.0,,3,1.4,0,0
28068,2,Little Glassy Wing,2009,0.2019280030849142,2.0,2.0,2.0,1.0,2,1.4,0,0
28061,2,Little Glassy Wing,2002,-0.7424565082525183,2.0,2.0,2.0,1.0,2,1.4,0,0
28063,2,Little Glassy Wing,2004,4.190367737620677,2.0,2.0,2.0,1.0,2,1.4,0,0
12995,2,Crossline Skipper,1998,-0.23167223297998873,2.0,2.0,2.0,3.0,2,1.5,0,0
12996,2,Crossline Skipper,1999,0.34270890903943285,2.0,2.0,2.0,3.0,2,1.5,0,0
12997,2,Crossline Skipper,2000,-0.4719356570624298,2.0,2.0,2.0,3.0,2,1.5,0,0
12998,2,Crossline Skipper,2001,0.5519592221925096,2.0,2.0,2.0,3.0,2,1.5,0,0
12999,2,Crossline Skipper,2002,-0.1069246904442478,2.0,2.0,2.0,3.0,2,1.5,0,0
13000,2,Crossline Skipper,2003,0.0008626158254416705,2.0,2.0,2.0,3.0,2,1.5,0,0
13001,2,Crossline Skipper,2004,-0.3121581113526274,2.0,2.0,2.0,3.0,2,1.5,0,0
13002,2,Crossline Skipper,2005,1.223607221113269,2.0,2.0,2.0,3.0,2,1.5,0,0
13003,2,Crossline Skipper,2006,-0.3217224741753507,2.0,2.0,2.0,3.0,2,1.5,0,0
13004,2,Crossline Skipper,2007,-0.08526184666708958,2.0,2.0,2.0,3.0,2,1.5,0,0
28062,2,Little Glassy Wing,2003,7.877490299919518,2.0,2.0,2.0,1.0,2,1.4,0,0
13005,2,Crossline Skipper,2008,11.059186092296711,2.0,2.0,2.0,3.0,2,1.5,0,0
13007,2,Crossline Skipper,2010,1.8269575329289438,2.0,2.0,2.0,3.0,2,1.5,0,0
13008,2,Crossline Skipper,2011,-0.45910457077180467,2.0,2.0,2.0,3.0,2,1.5,0,0
13009,2,Crossline Skipper,2012,-0.6132513984623531,2.0,2.0,2.0,3.0,2,1.5,0,0
13010,2,Crossline Skipper,2013,0.19812691876791888,2.0,2.0,2.0,3.0,2,1.5,0,0
13011,2,Crossline Skipper,2014,2.4015988631262846,2.0,2.0,2.0,3.0,2,1.5,0,0
13012,2,Crossline Skipper,2015,-0.9312747136480751,2.0,2.0,2.0,3.0,2,1.5,0,0
13013,2,Crossline Skipper,2016,-0.08690374968802939,2.0,2.0,2.0,3.0,2,1.5,0,0
28067,2,Little Glassy Wing,2008,-0.29299574777406423,2.0,2.0,2.0,1.0,2,1.4,0,0
28065,2,Little Glassy Wing,2006,-0.3749757962767225,2.0,2.0,2.0,1.0,2,1.4,0,0
28064,2,Little Glassy Wing,2005,-0.3997351917465929,2.0,2.0,2.0,1.0,2,1.4,0,0
13006,2,Crossline Skipper,2009,-0.4944132497375955,2.0,2.0,2.0,3.0,2,1.5,0,0
42925,2,Red-spotted Purple,2006,0.7059080989189224,2.0,2.0,3.0,4.0,3,4.4,0,0
34721,2,Northern Cloudywing,2007,-0.07873115593649926,2.0,2.0,1.0,3.0,1,2.0,0,0
34719,2,Northern Cloudywing,2005,-0.6296213095695748,2.0,2.0,1.0,3.0,1,2.0,0,0
45891,2,Sleepy Duskywing,2007,0.005154558990557057,2.0,2.0,3.0,2.0,1,1.8,0,0
30498,2,Long Dash,2016,-0.009245890692965886,2.0,2.0,2.0,3.0,1,1.6,1,0
30497,2,Long Dash,2015,0.6564806628873863,2.0,2.0,2.0,3.0,1,1.6,1,0
30496,2,Long Dash,2014,-0.27197582666382514,2.0,2.0,2.0,3.0,1,1.6,1,0
30495,2,Long Dash,2013,-0.8985703223934356,2.0,2.0,2.0,3.0,1,1.6,1,0
30494,2,Long Dash,2012,-0.43359054790075013,2.0,2.0,2.0,3.0,1,1.6,1,0
30493,2,Long Dash,2011,8.439198462177677,2.0,2.0,2.0,3.0,1,1.6,1,0
30492,2,Long Dash,2010,0.5446305609415192,2.0,2.0,2.0,3.0,1,1.6,1,0
30491,2,Long Dash,2009,0.44319778911641605,2.0,2.0,2.0,3.0,1,1.6,1,0
30490,2,Long Dash,2008,0.12771187930306982,2.0,2.0,2.0,3.0,1,1.6,1,0
45890,2,Sleepy Duskywing,2006,-0.13770845942509213,2.0,2.0,3.0,2.0,1,1.8,0,0
30489,2,Long Dash,2007,0.05253433623049597,2.0,2.0,2.0,3.0,1,1.6,1,0
30487,2,Long Dash,2005,-0.10048855500884635,2.0,2.0,2.0,3.0,1,1.6,1,0
30486,2,Long Dash,2004,-0.2728903712785863,2.0,2.0,2.0,3.0,1,1.6,1,0
30485,2,Long Dash,2003,1.2467190904395355,2.0,2.0,2.0,3.0,1,1.6,1,0
30484,2,Long Dash,2002,-0.19038165106859606,2.0,2.0,2.0,3.0,1,1.6,1,0
30483,2,Long Dash,2001,0.5611973900232246,2.0,2.0,2.0,3.0,1,1.6,1,0
30482,2,Long Dash,2000,-0.505843134813857,2.0,2.0,2.0,3.0,1,1.6,1,0
30481,2,Long Dash,1999,-0.10885447935668202,2.0,2.0,2.0,3.0,1,1.6,1,0
30480,2,Long Dash,1998,0.4112322762644671,2.0,2.0,2.0,3.0,1,1.6,1,0
30479,2,Long Dash,1997,0.40431034030012647,2.0,2.0,2.0,3.0,1,1.6,1,0
45892,2,Sleepy Duskywing,2008,0.24209674487713806,2.0,2.0,3.0,2.0,1,1.8,0,0
30488,2,Long Dash,2006,-0.5961057045121032,2.0,2.0,2.0,3.0,1,1.6,1,0
45893,2,Sleepy Duskywing,2009,0.9307961372085725,2.0,2.0,3.0,2.0,1,1.8,0,0
45889,2,Sleepy Duskywing,2005,0.26725963200374747,2.0,2.0,3.0,2.0,1,1.8,0,0
4240,2,Banded Hairstreak,1998,5.106869573526974,2.0,1.0,3.0,4.0,1,1.5,0,0
11678,2,Common Wood Nymph,2010,-0.2861770929290668,2.0,2.0,2.0,3.0,1,3.4,0,0
11679,2,Common Wood Nymph,2011,-0.42388900567615173,2.0,2.0,2.0,3.0,1,3.4,0,0
11680,2,Common Wood Nymph,2012,0.10199357190978464,2.0,2.0,2.0,3.0,1,3.4,0,0
11681,2,Common Wood Nymph,2013,-0.29748818988601344,2.0,2.0,2.0,3.0,1,3.4,0,0
11682,2,Common Wood Nymph,2014,1.5854781482053366,2.0,2.0,2.0,3.0,1,3.4,0,0
11683,2,Common Wood Nymph,2015,-0.41262893236564024,2.0,2.0,2.0,3.0,1,3.4,0,0
11684,2,Common Wood Nymph,2016,0.6623949292162001,2.0,2.0,2.0,3.0,1,3.4,0,0
2796,2,Appalachian Eyed Brown,2013,-0.8384789153052714,2.0,2.0,2.0,2.0,1,2.6,1,0
2797,2,Appalachian Eyed Brown,2014,-0.1440111635687641,2.0,2.0,2.0,2.0,1,2.6,1,0
2798,2,Appalachian Eyed Brown,2015,0.014480035175202133,2.0,2.0,2.0,2.0,1,2.6,1,0
4239,2,Banded Hairstreak,1997,0.21905870000882532,2.0,1.0,3.0,4.0,1,1.5,0,0
2799,2,Appalachian Eyed Brown,2016,-0.38931606048468537,2.0,2.0,2.0,2.0,1,2.6,1,0
4250,2,Banded Hairstreak,2008,21.28737963450281,2.0,1.0,3.0,4.0,1,1.5,0,0
4249,2,Banded Hairstreak,2007,0.7822136354098193,2.0,1.0,3.0,4.0,1,1.5,0,0
4248,2,Banded Hairstreak,2006,-0.38286464749077287,2.0,1.0,3.0,4.0,1,1.5,0,0
4247,2,Banded Hairstreak,2005,-0.8083923138486636,2.0,1.0,3.0,4.0,1,1.5,0,0
4246,2,Banded Hairstreak,2004,6.317863789438534,2.0,1.0,3.0,4.0,1,1.5,0,0
4245,2,Banded Hairstreak,2003,0.06015602927657793,2.0,1.0,3.0,4.0,1,1.5,0,0
4244,2,Banded Hairstreak,2002,-0.8720570864455693,2.0,1.0,3.0,4.0,1,1.5,0,0
4243,2,Banded Hairstreak,2001,0.08422663822162368,2.0,1.0,3.0,4.0,1,1.5,0,0
4242,2,Banded Hairstreak,2000,0.8238344833671041,2.0,1.0,3.0,4.0,1,1.5,0,0
4241,2,Banded Hairstreak,1999,-0.5069210664152225,2.0,1.0,3.0,4.0,1,1.5,0,0
4251,2,Banded Hairstreak,2009,-0.6212379450718548,2.0,1.0,3.0,4.0,1,1.5,0,0
11677,2,Common Wood Nymph,2009,0.5617330818868491,2.0,2.0,2.0,3.0,1,3.4,0,0
45894,2,Sleepy Duskywing,2010,-0.498612040699032,2.0,2.0,3.0,2.0,1,1.8,0,0
45896,2,Sleepy Duskywing,2012,0.7341600820054228,2.0,2.0,3.0,2.0,1,1.8,0,0
41700,2,Red Admiral,2014,2.8537121674793187,0.0,0.0,1.0,3.0,3,3.2,0,1
41699,2,Red Admiral,2013,-0.9911105938627122,0.0,0.0,1.0,3.0,3,3.2,0,1
41698,2,Red Admiral,2012,29.5877243803125,0.0,0.0,1.0,3.0,3,3.2,0,1
41697,2,Red Admiral,2011,-0.8683910059489002,0.0,0.0,1.0,3.0,3,3.2,0,1
41696,2,Red Admiral,2010,18.17042769477354,0.0,0.0,1.0,3.0,3,3.2,0,1
41695,2,Red Admiral,2009,0.32012434897937725,0.0,0.0,1.0,3.0,3,3.2,0,1
41694,2,Red Admiral,2008,-0.9663033105922696,0.0,0.0,1.0,3.0,3,3.2,0,1
41693,2,Red Admiral,2007,15.908684157243375,0.0,0.0,1.0,3.0,3,3.2,0,1
41692,2,Red Admiral,2006,-0.24434082046858596,0.0,0.0,1.0,3.0,3,3.2,0,1
41691,2,Red Admiral,2005,-0.4892042468995975,0.0,0.0,1.0,3.0,3,3.2,0,1
41701,2,Red Admiral,2015,2.464896834200478,0.0,0.0,1.0,3.0,3,3.2,0,1
41690,2,Red Admiral,2004,0.3368031559429616,0.0,0.0,1.0,3.0,3,3.2,0,1
41688,2,Red Admiral,2002,-0.9882345437779432,0.0,0.0,1.0,3.0,3,3.2,0,1
41687,2,Red Admiral,2001,10.734686335086282,0.0,0.0,1.0,3.0,3,3.2,0,1
41686,2,Red Admiral,2000,5.760867094783143,0.0,0.0,1.0,3.0,3,3.2,0,1
41685,2,Red Admiral,1999,-0.5843995837150182,0.0,0.0,1.0,3.0,3,3.2,0,1
41684,2,Red Admiral,1998,0.505921436393501,0.0,0.0,1.0,3.0,3,3.2,0,1
41683,2,Red Admiral,1997,4.138509799792719,0.0,0.0,1.0,3.0,3,3.2,0,1
30875,2,Meadow Fritillary,1997,12.3458008166049,2.0,2.0,1.0,2.0,4,2.3,0,1
30876,2,Meadow Fritillary,1998,-0.9525898645153902,2.0,2.0,1.0,2.0,4,2.3,0,1
30877,2,Meadow Fritillary,1999,7.806543640779358,2.0,2.0,1.0,2.0,4,2.3,0,1
30878,2,Meadow Fritillary,2000,-0.6637345113472326,2.0,2.0,1.0,2.0,4,2.3,0,1
41689,2,Red Admiral,2003,1.5360961615505864,0.0,0.0,1.0,3.0,3,3.2,0,1
45895,2,Sleepy Duskywing,2011,-0.3042816308093629,2.0,2.0,3.0,2.0,1,1.8,0,0
41702,2,Red Admiral,2016,-0.5901713320216952,0.0,0.0,1.0,3.0,3,3.2,0,1
2399,2,Aphrodite Fritillary,1998,-0.9800102487339324,2.0,2.0,1.0,2.0,1,3.8,0,0
45897,2,Sleepy Duskywing,2013,-0.26094637819671007,2.0,2.0,3.0,2.0,1,1.8,0,0
45898,2,Sleepy Duskywing,2014,0.010932925314092845,2.0,2.0,3.0,2.0,1,1.8,0,0
45899,2,Sleepy Duskywing,2015,0.007004939459308357,2.0,2.0,3.0,2.0,1,1.8,0,0
45900,2,Sleepy Duskywing,2016,0.4287606946604683,2.0,2.0,3.0,2.0,1,1.8,0,0
2417,2,Aphrodite Fritillary,2016,3.0139245539985,2.0,2.0,1.0,2.0,1,3.8,0,0
2416,2,Aphrodite Fritillary,2015,-0.09236467184948227,2.0,2.0,1.0,2.0,1,3.8,0,0
2415,2,Aphrodite Fritillary,2014,-0.3632721394928017,2.0,2.0,1.0,2.0,1,3.8,0,0
2414,2,Aphrodite Fritillary,2013,-0.01886138683584382,2.0,2.0,1.0,2.0,1,3.8,0,0
2413,2,Aphrodite Fritillary,2012,-0.35261188971931,2.0,2.0,1.0,2.0,1,3.8,0,0
2412,2,Aphrodite Fritillary,2011,-0.040360626824439416,2.0,2.0,1.0,2.0,1,3.8,0,0
2398,2,Aphrodite Fritillary,1997,151.8606347484928,2.0,2.0,1.0,2.0,1,3.8,0,0
2411,2,Aphrodite Fritillary,2010,0.9313238763627707,2.0,2.0,1.0,2.0,1,3.8,0,0
2409,2,Aphrodite Fritillary,2008,-0.5084054932394937,2.0,2.0,1.0,2.0,1,3.8,0,0
2408,2,Aphrodite Fritillary,2007,0.08430661258520633,2.0,2.0,1.0,2.0,1,3.8,0,0
2407,2,Aphrodite Fritillary,2006,-0.3669443442278375,2.0,2.0,1.0,2.0,1,3.8,0,0
2406,2,Aphrodite Fritillary,2005,0.5872184186133413,2.0,2.0,1.0,2.0,1,3.8,0,0
2405,2,Aphrodite Fritillary,2004,0.1841006056224621,2.0,2.0,1.0,2.0,1,3.8,0,0
2404,2,Aphrodite Fritillary,2003,-0.45423988229864043,2.0,2.0,1.0,2.0,1,3.8,0,0
2403,2,Aphrodite Fritillary,2002,1.6928689421999725,2.0,2.0,1.0,2.0,1,3.8,0,0
2402,2,Aphrodite Fritillary,2001,-0.7432075072189928,2.0,2.0,1.0,2.0,1,3.8,0,0
2401,2,Aphrodite Fritillary,2000,-0.678769456540256,2.0,2.0,1.0,2.0,1,3.8,0,0
2400,2,Aphrodite Fritillary,1999,2.2408610869550163,2.0,2.0,1.0,2.0,1,3.8,0,0
2410,2,Aphrodite Fritillary,2009,0.394108665114016,2.0,2.0,1.0,2.0,1,3.8,0,0
30879,2,Meadow Fritillary,2001,-0.7968430896794896,2.0,2.0,1.0,2.0,4,2.3,0,1
11676,2,Common Wood Nymph,2008,-0.45159294429059804,2.0,2.0,2.0,3.0,1,3.4,0,0
11674,2,Common Wood Nymph,2006,0.017870771093584592,2.0,2.0,2.0,3.0,1,3.4,0,0
40711,2,Question Mark,2013,-0.9813801494506962,0.0,0.0,3.0,4.0,2,3.2,0,0
40710,2,Question Mark,2012,7.684007068481357,0.0,0.0,3.0,4.0,2,3.2,0,0
40709,2,Question Mark,2011,-0.8072960695881257,0.0,0.0,3.0,4.0,2,3.2,0,0
